Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category,resume_text_clean,skills_clean
R009574,"Education: Bachelor's in Physics Experience: 2 years Skills: Signal Processing, Go, Azure, Simulink, Shell Scripting, Problem Solving, Jupyter, Query Optimization",Bachelor's in Physics,2,Signal Processing|Go|Azure|Simulink|Shell Scripting|Problem Solving|Jupyter|Query Optimization|Numerical Analysis|Mathematics|MATLAB,MATLAB Developer,Technology,education bachelor s in physics experience 2 years skills signal processing go azure simulink shell scripting problem solving jupyter query optimization,"['signal processing', 'go', 'azure', 'simulink', 'shell scripting', 'problem solving', 'jupyter', 'query optimization', 'numerical analysis', 'mathematics', 'matlab']"
R009575,"Education: Agriculture Program Experience: 2 years Skills: Equipment, Marketing, Problem Solving, Dairy Operations, Leadership, MySQL, Animal Health, Quality Control",Agriculture Program,2,Equipment|Marketing|Problem Solving|Dairy Operations|Leadership|MySQL|Animal Health|Quality Control|Encryption,Dairy Manager,Agriculture,education agriculture program experience 2 years skills equipment marketing problem solving dairy operations leadership mysql animal health quality control,"['equipment', 'marketing', 'problem solving', 'dairy operations', 'leadership', 'mysql', 'animal health', 'quality control', 'encryption']"
R009576,"Education: Certification Experience: 4 years Skills: Creativity, Rendering, Negotiation, Technical Writing, Prototyping, 3D Modeling, Software Skills, Texturing",Certification,4,Creativity|Rendering|Negotiation|Technical Writing|Prototyping|3D Modeling|Software Skills|Texturing|Problem Solving|Encryption|Communication,3D Artist,Creative & Design,education certification experience 4 years skills creativity rendering negotiation technical writing prototyping 3d modeling software skills texturing,"['creativity', 'rendering', 'negotiation', 'technical writing', 'prototyping', '3d modeling', 'software skills', 'texturing', 'problem solving', 'encryption', 'communication']"
R009577,"Education: HVAC Certification Experience: 3 years Skills: HVAC Systems, Jira, Project Management, Machine Learning, Equipment, Problem Solving, Safety, Troubleshooting",HVAC Certification,3,HVAC Systems|Jira|Project Management|Machine Learning|Equipment|Problem Solving|Safety|Troubleshooting|MongoDB|Technical Knowledge|Deep Learning,HVAC Technician,Skilled Trades,education hvac certification experience 3 years skills hvac systems jira project management machine learning equipment problem solving safety troubleshooting,"['hvac systems', 'jira', 'project management', 'machine learning', 'equipment', 'problem solving', 'safety', 'troubleshooting', 'mongodb', 'technical knowledge', 'deep learning']"
R009578,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Serverless, Technical Knowledge, Web Design, Kanban, MySQL, Client Relations, Communication, Problem Solving",Bachelor's in Computer Science,2,Serverless|Technical Knowledge|Web Design|Kanban|MySQL|Client Relations|Communication|Problem Solving|Sales Engineering|Product Demonstration,Pre-Sales Engineer,Technology,education bachelor s in computer science experience 2 years skills serverless technical knowledge web design kanban mysql client relations communication problem solving,"['serverless', 'technical knowledge', 'web design', 'kanban', 'mysql', 'client relations', 'communication', 'problem solving', 'sales engineering', 'product demonstration']"
R009579,"Education: Bachelor's in Business Experience: 4 years Skills: Lean Manufacturing, Change Management, Leadership, PyTorch, Six Sigma, Firewalls, Process Analysis, Data Analysis",Bachelor's in Business,4,Lean Manufacturing|Change Management|Leadership|PyTorch|Six Sigma|Firewalls|Process Analysis|Data Analysis|Confluence,Process Improvement Manager,Operations & Supply Chain,education bachelor s in business experience 4 years skills lean manufacturing change management leadership pytorch six sigma firewalls process analysis data analysis,"['lean manufacturing', 'change management', 'leadership', 'pytorch', 'six sigma', 'firewalls', 'process analysis', 'data analysis', 'confluence']"
R009580,"Education: Teaching Credential Experience: 0 years Skills: Decision Making, Classroom Management, Docker, Instruction, Curriculum Development, Student Assessment, Communication, Go",Teaching Credential,0,Decision Making|Classroom Management|Docker|Instruction|Curriculum Development|Student Assessment|Communication|Go|CSS|Patience,Teacher,Education & Training,education teaching credential experience 0 years skills decision making classroom management docker instruction curriculum development student assessment communication go,"['decision making', 'classroom management', 'docker', 'instruction', 'curriculum development', 'student assessment', 'communication', 'go', 'css', 'patience']"
R009581,"Education: Bachelor's in Art Experience: 2 years Skills: Team Leadership, Visual Communication, Artistic Direction, User Experience, Mobile UI/UX, Graphic Design, PostgreSQL, Communication",Bachelor's in Art,2,Team Leadership|Visual Communication|Artistic Direction|User Experience|Mobile UI/UX|Graphic Design|PostgreSQL|Communication|Creativity|Financial Analysis|Design Principles,Art Director,Creative & Design,education bachelor s in art experience 2 years skills team leadership visual communication artistic direction user experience mobile ui ux graphic design postgresql communication,"['team leadership', 'visual communication', 'artistic direction', 'user experience', 'mobile ui/ux', 'graphic design', 'postgresql', 'communication', 'creativity', 'financial analysis', 'design principles']"
R009582,"Education: Bachelor's in Mechanical Engineering Experience: 3 years Skills: Thermodynamics, Technical Documentation, Kubernetes, Flutter, CAD, Physics, Mechanical Design, Problem Solving",Bachelor's in Mechanical Engineering,3,Thermodynamics|Technical Documentation|Kubernetes|Flutter|CAD|Physics|Mechanical Design|Problem Solving|Adaptability,Mechanical Engineer,Engineering & Manufacturing,education bachelor s in mechanical engineering experience 3 years skills thermodynamics technical documentation kubernetes flutter cad physics mechanical design problem solving,"['thermodynamics', 'technical documentation', 'kubernetes', 'flutter', 'cad', 'physics', 'mechanical design', 'problem solving', 'adaptability']"
R009583,"Education: Bachelor's in Laboratory Science Experience: 3 years Skills: Laboratory Management, Scientific Knowledge, iOS, Safety, Penetration Testing, Equipment Maintenance, Quality Control, MongoDB",Bachelor's in Laboratory Science,3,Laboratory Management|Scientific Knowledge|iOS|Safety|Penetration Testing|Equipment Maintenance|Quality Control|MongoDB|Figma|Leadership,Laboratory Manager,Research & Development,education bachelor s in laboratory science experience 3 years skills laboratory management scientific knowledge ios safety penetration testing equipment maintenance quality control mongodb,"['laboratory management', 'scientific knowledge', 'ios', 'safety', 'penetration testing', 'equipment maintenance', 'quality control', 'mongodb', 'figma', 'leadership']"
R009584,"Education: Master's or PhD in subject area Experience: 3 years Skills: Business Acumen, Teaching, Publication, Subject Matter Expertise, Presentation Skills, Node.js, Communication, Research",Master's or PhD in subject area,3,Business Acumen|Teaching|Publication|Subject Matter Expertise|Presentation Skills|Node.js|Communication|Research|Mentoring,College Professor,Education & Training,education master s or phd in subject area experience 3 years skills business acumen teaching publication subject matter expertise presentation skills node js communication research,"['business acumen', 'teaching', 'publication', 'subject matter expertise', 'presentation skills', 'node.js', 'communication', 'research', 'mentoring']"
R009585,"Education: Bachelor's in Business Experience: 0 years Skills: Azure, SEO, REST API, Job Posting, Interviewing, Tableau, Mobile Security, Networking",Bachelor's in Business,0,Azure|SEO|REST API|Job Posting|Interviewing|Tableau|Mobile Security|Networking|ATS Systems|Recruitment|Communication,Talent Acquisition Specialist,Human Resources,education bachelor s in business experience 0 years skills azure seo rest api job posting interviewing tableau mobile security networking,"['azure', 'seo', 'rest api', 'job posting', 'interviewing', 'tableau', 'mobile security', 'networking', 'ats systems', 'recruitment', 'communication']"
R009586,"Education: Bachelor's in HR Experience: 3 years Skills: Market Analysis, Compliance, Critical Thinking, Compensation Strategy, Benefits Administration, Marketing, Oracle, PostgreSQL",Bachelor's in HR,3,Market Analysis|Compliance|Critical Thinking|Compensation Strategy|Benefits Administration|Marketing|Oracle|PostgreSQL|Excel|Communication|Swift,Compensation & Benefits Manager,Human Resources,education bachelor s in hr experience 3 years skills market analysis compliance critical thinking compensation strategy benefits administration marketing oracle postgresql,"['market analysis', 'compliance', 'critical thinking', 'compensation strategy', 'benefits administration', 'marketing', 'oracle', 'postgresql', 'excel', 'communication', 'swift']"
R009587,"Education: Certification Experience: 4 years Skills: Vehicle Mechanics, Attention to Detail, Troubleshooting, Firewalls, Network Security, Safety, Equipment Knowledge, Kubernetes",Certification,4,Vehicle Mechanics|Attention to Detail|Troubleshooting|Firewalls|Network Security|Safety|Equipment Knowledge|Kubernetes|Problem Solving,Mechanic,Skilled Trades,education certification experience 4 years skills vehicle mechanics attention to detail troubleshooting firewalls network security safety equipment knowledge kubernetes,"['vehicle mechanics', 'attention to detail', 'troubleshooting', 'firewalls', 'network security', 'safety', 'equipment knowledge', 'kubernetes', 'problem solving']"
R009588,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Java, Perl, Mobile Design, AWS, Kotlin, XML, REST API, Ansible",Bachelor's in Computer Science,4,Java|Perl|Mobile Design|AWS|Kotlin|XML|REST API|Ansible|Terraform|Android|Android SDK,Mobile Developer Android,Technology,education bachelor s in computer science experience 4 years skills java perl mobile design aws kotlin xml rest api ansible,"['java', 'perl', 'mobile design', 'aws', 'kotlin', 'xml', 'rest api', 'ansible', 'terraform', 'android', 'android sdk']"
R009589,"Education: Associate in Business Experience: 2 years Skills: Problem Solving, React Native, Customer Service, Cash Handling, Sales Management, Staff Leadership, Inventory Control, Rust",Associate in Business,2,Problem Solving|React Native|Customer Service|Cash Handling|Sales Management|Staff Leadership|Inventory Control|Rust|Query Optimization|PyTorch,Retail Manager,Retail & Hospitality,education associate in business experience 2 years skills problem solving react native customer service cash handling sales management staff leadership inventory control rust,"['problem solving', 'react native', 'customer service', 'cash handling', 'sales management', 'staff leadership', 'inventory control', 'rust', 'query optimization', 'pytorch']"
R009590,"Education: Bachelor's in Meteorology Experience: 1 years Skills: Problem Solving, Weather Analysis, Marketing, Deep Learning, Ruby, Terraform, Meteorology, Communication",Bachelor's in Meteorology,1,Problem Solving|Weather Analysis|Marketing|Deep Learning|Ruby|Terraform|Meteorology|Communication|Query Optimization|Research|Data Analysis,Meteorologist,Science & Research,education bachelor s in meteorology experience 1 years skills problem solving weather analysis marketing deep learning ruby terraform meteorology communication,"['problem solving', 'weather analysis', 'marketing', 'deep learning', 'ruby', 'terraform', 'meteorology', 'communication', 'query optimization', 'research', 'data analysis']"
R009591,"Education: High School Experience: 0 years Skills: Communication, Voice Skills, Public Speaking, Quick Thinking, NoSQL, Azure, Pronunciation, Professionalism",High School,0,Communication|Voice Skills|Public Speaking|Quick Thinking|NoSQL|Azure|Pronunciation|Professionalism|Ruby|R|Financial Analysis,Announcer,Media & Entertainment,education high school experience 0 years skills communication voice skills public speaking quick thinking nosql azure pronunciation professionalism,"['communication', 'voice skills', 'public speaking', 'quick thinking', 'nosql', 'azure', 'pronunciation', 'professionalism', 'ruby', 'r', 'financial analysis']"
R009592,"Education: Master's in Education Experience: 5 years Skills: Responsive Design, Query Optimization, Management, Staff Management, MySQL, Budgeting, Educational Leadership, Vision",Master's in Education,5,Responsive Design|Query Optimization|Management|Staff Management|MySQL|Budgeting|Educational Leadership|Vision|Community Relations,School Principal,Education & Training,education master s in education experience 5 years skills responsive design query optimization management staff management mysql budgeting educational leadership vision,"['responsive design', 'query optimization', 'management', 'staff management', 'mysql', 'budgeting', 'educational leadership', 'vision', 'community relations']"
R009593,"Education: Legal Secretary Certification Experience: 0 years Skills: Legal Knowledge, Communication, React Native, Organization, Attention to Detail, Typing, Kanban, Administrative Skills",Legal Secretary Certification,0,Legal Knowledge|Communication|React Native|Organization|Attention to Detail|Typing|Kanban|Administrative Skills,Legal Secretary,Legal Services,education legal secretary certification experience 0 years skills legal knowledge communication react native organization attention to detail typing kanban administrative skills,"['legal knowledge', 'communication', 'react native', 'organization', 'attention to detail', 'typing', 'kanban', 'administrative skills']"
R009594,"Education: Trade School Experience: 4 years Skills: Presentation Skills, Safety, Physical Stamina, Serverless, Strategic Planning, Welding, User Experience, CloudFormation",Trade School,4,Presentation Skills|Safety|Physical Stamina|Serverless|Strategic Planning|Welding|User Experience|CloudFormation|Problem Solving|Precision|Technical Knowledge,Welder,Skilled Trades,education trade school experience 4 years skills presentation skills safety physical stamina serverless strategic planning welding user experience cloudformation,"['presentation skills', 'safety', 'physical stamina', 'serverless', 'strategic planning', 'welding', 'user experience', 'cloudformation', 'problem solving', 'precision', 'technical knowledge']"
R009595,"Education: IT Certification Experience: 3 years Skills: NoSQL, Negotiation, Hardware Installation, Documentation, Networking, C#, Customer Service, PyTorch",IT Certification,3,NoSQL|Negotiation|Hardware Installation|Documentation|Networking|C#|Customer Service|PyTorch|Problem Solving|Troubleshooting|Creativity,IT Field Technician,Technology,education it certification experience 3 years skills nosql negotiation hardware installation documentation networking c customer service pytorch,"['nosql', 'negotiation', 'hardware installation', 'documentation', 'networking', 'c#', 'customer service', 'pytorch', 'problem solving', 'troubleshooting', 'creativity']"
R009596,"Education: Master's in Archival Science Experience: 3 years Skills: Preservation, Flask, Mobile Security, Django, Documentation, Organization, Problem Solving, Research",Master's in Archival Science,3,Preservation|Flask|Mobile Security|Django|Documentation|Organization|Problem Solving|Research|Budget Management|Archives Management,Archivist,Information Services,education master s in archival science experience 3 years skills preservation flask mobile security django documentation organization problem solving research,"['preservation', 'flask', 'mobile security', 'django', 'documentation', 'organization', 'problem solving', 'research', 'budget management', 'archives management']"
R009597,"Education: Bachelor's in Business Experience: 1 years Skills: Scrum, Business Analysis, Process Improvement, Data Analysis, Python, Project Management, Problem Solving, Communication",Bachelor's in Business,1,Scrum|Business Analysis|Process Improvement|Data Analysis|Python|Project Management|Problem Solving|Communication|Mobile UI/UX,Business Consultant,Consulting,education bachelor s in business experience 1 years skills scrum business analysis process improvement data analysis python project management problem solving communication,"['scrum', 'business analysis', 'process improvement', 'data analysis', 'python', 'project management', 'problem solving', 'communication', 'mobile ui/ux']"
R009598,"Education: Bachelor's in Business Experience: 2 years Skills: Responsive Design, Documentation, Product Strategy, Business Acumen, NumPy, Agile, Communication, Leadership",Bachelor's in Business,2,Responsive Design|Documentation|Product Strategy|Business Acumen|NumPy|Agile|Communication|Leadership|Backlog Management,Product Owner,Technology,education bachelor s in business experience 2 years skills responsive design documentation product strategy business acumen numpy agile communication leadership,"['responsive design', 'documentation', 'product strategy', 'business acumen', 'numpy', 'agile', 'communication', 'leadership', 'backlog management']"
R009599,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Module Development, PHP, Python, Theme Development, TensorFlow, Drupal, MySQL, JavaScript",Bachelor's in Computer Science,3,Module Development|PHP|Python|Theme Development|TensorFlow|Drupal|MySQL|JavaScript,Drupal Developer,Technology,education bachelor s in computer science experience 3 years skills module development php python theme development tensorflow drupal mysql javascript,"['module development', 'php', 'python', 'theme development', 'tensorflow', 'drupal', 'mysql', 'javascript']"
R009600,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Decision Making, Docker, Query Optimization, AWS, CI/CD, Scripting, Kubernetes, Linux",Bachelor's in Computer Science,3,Decision Making|Docker|Query Optimization|AWS|CI/CD|Scripting|Kubernetes|Linux|Rust,DevOps Engineer,Technology,education bachelor s in computer science experience 3 years skills decision making docker query optimization aws ci cd scripting kubernetes linux,"['decision making', 'docker', 'query optimization', 'aws', 'ci/cd', 'scripting', 'kubernetes', 'linux', 'rust']"
R009601,"Education: Culinary School Experience: 3 years Skills: Teamwork, Jenkins, Speed, Sales, Budget Management, Adobe Creative Suite, Kitchen Skills, Cooking",Culinary School,3,Teamwork|Jenkins|Speed|Sales|Budget Management|Adobe Creative Suite|Kitchen Skills|Cooking|Food Safety|Accuracy|Prototyping,Line Cook,Hospitality & Food Service,education culinary school experience 3 years skills teamwork jenkins speed sales budget management adobe creative suite kitchen skills cooking,"['teamwork', 'jenkins', 'speed', 'sales', 'budget management', 'adobe creative suite', 'kitchen skills', 'cooking', 'food safety', 'accuracy', 'prototyping']"
R009602,"Education: Bachelor's in HR Experience: 2 years Skills: Process Management, HR Systems, Leadership, Problem Solving, Compliance, Data Analysis, Scikit-learn, Mobile Security",Bachelor's in HR,2,Process Management|HR Systems|Leadership|Problem Solving|Compliance|Data Analysis|Scikit-learn|Mobile Security|Kotlin,HR Operations Manager,Human Resources,education bachelor s in hr experience 2 years skills process management hr systems leadership problem solving compliance data analysis scikit learn mobile security,"['process management', 'hr systems', 'leadership', 'problem solving', 'compliance', 'data analysis', 'scikit-learn', 'mobile security', 'kotlin']"
R009603,"Education: Certification Experience: 4 years Skills: iOS, Color Grading, Figma, Audio Editing, Storytelling, Attention to Detail, Creativity, Video Editing Software",Certification,4,iOS|Color Grading|Figma|Audio Editing|Storytelling|Attention to Detail|Creativity|Video Editing Software,Video Editor,Creative & Design,education certification experience 4 years skills ios color grading figma audio editing storytelling attention to detail creativity video editing software,"['ios', 'color grading', 'figma', 'audio editing', 'storytelling', 'attention to detail', 'creativity', 'video editing software']"
R009604,"Education: Bachelor's in Computer Science Experience: 0 years Skills: E-commerce, Shopify, Mobile UI/UX, Teamwork, Kotlin, Liquid, Problem Solving, Web Design",Bachelor's in Computer Science,0,E-commerce|Shopify|Mobile UI/UX|Teamwork|Kotlin|Liquid|Problem Solving|Web Design|JavaScript|API Integration|Node.js,Shopify Developer,Technology,education bachelor s in computer science experience 0 years skills e commerce shopify mobile ui ux teamwork kotlin liquid problem solving web design,"['e-commerce', 'shopify', 'mobile ui/ux', 'teamwork', 'kotlin', 'liquid', 'problem solving', 'web design', 'javascript', 'api integration', 'node.js']"
R009605,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Java Interop, Mobile Development, Android Development, Problem Solving, Coroutines, Swift, Kotlin, Azure",Bachelor's in Computer Science,2,Java Interop|Mobile Development|Android Development|Problem Solving|Coroutines|Swift|Kotlin|Azure,Kotlin Developer,Technology,education bachelor s in computer science experience 2 years skills java interop mobile development android development problem solving coroutines swift kotlin azure,"['java interop', 'mobile development', 'android development', 'problem solving', 'coroutines', 'swift', 'kotlin', 'azure']"
R009606,"Education: Crane Certification Experience: 1 years Skills: Crane Operation, Ansible, Precision, Attention to Detail, Safety, Problem Solving, Docker, Communication",Crane Certification,1,Crane Operation|Ansible|Precision|Attention to Detail|Safety|Problem Solving|Docker|Communication|Wireframing,Crane Operator,Transportation,education crane certification experience 1 years skills crane operation ansible precision attention to detail safety problem solving docker communication,"['crane operation', 'ansible', 'precision', 'attention to detail', 'safety', 'problem solving', 'docker', 'communication', 'wireframing']"
R009607,"Education: Master's in Business Experience: 11 years Skills: Operations Management, Business Operations, Power BI, Communication, Kanban, Decision Making, Technical Writing, Strategic Thinking",Master's in Business,11,Operations Management|Business Operations|Power BI|Communication|Kanban|Decision Making|Technical Writing|Strategic Thinking|Leadership,COO,Private Sector Management,education master s in business experience 11 years skills operations management business operations power bi communication kanban decision making technical writing strategic thinking,"['operations management', 'business operations', 'power bi', 'communication', 'kanban', 'decision making', 'technical writing', 'strategic thinking', 'leadership']"
R009608,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Client Relations, Critical Thinking, MySQL, Communication, Product Knowledge, Rust, Account Management, Scala",Bachelor's in Computer Science,1,Client Relations|Critical Thinking|MySQL|Communication|Product Knowledge|Rust|Account Management|Scala|Serverless|Technical Knowledge|Problem Solving,Technical Account Manager,Technology,education bachelor s in computer science experience 1 years skills client relations critical thinking mysql communication product knowledge rust account management scala,"['client relations', 'critical thinking', 'mysql', 'communication', 'product knowledge', 'rust', 'account management', 'scala', 'serverless', 'technical knowledge', 'problem solving']"
R009609,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Technical Knowledge, Communication, Client Relations, Sales Engineering, Jenkins, Product Demonstration, Django, PHP",Bachelor's in Computer Science,4,Technical Knowledge|Communication|Client Relations|Sales Engineering|Jenkins|Product Demonstration|Django|PHP|MongoDB|Jupyter|Problem Solving,Pre-Sales Engineer,Technology,education bachelor s in computer science experience 4 years skills technical knowledge communication client relations sales engineering jenkins product demonstration django php,"['technical knowledge', 'communication', 'client relations', 'sales engineering', 'jenkins', 'product demonstration', 'django', 'php', 'mongodb', 'jupyter', 'problem solving']"
R009610,"Education: High School Experience: 0 years Skills: Scrum, Organization, Web Design, Memory, Teamwork, Django, Customer Service, Communication",High School,0,Scrum|Organization|Web Design|Memory|Teamwork|Django|Customer Service|Communication|Problem Solving|Confluence,Server,Hospitality & Food Service,education high school experience 0 years skills scrum organization web design memory teamwork django customer service communication,"['scrum', 'organization', 'web design', 'memory', 'teamwork', 'django', 'customer service', 'communication', 'problem solving', 'confluence']"
R009611,"Education: Culinary School Experience: 0 years Skills: Speed, Kitchen Skills, Food Safety, Teamwork, Accuracy, Machine Learning, Cooking, Redis",Culinary School,0,Speed|Kitchen Skills|Food Safety|Teamwork|Accuracy|Machine Learning|Cooking|Redis,Line Cook,Hospitality & Food Service,education culinary school experience 0 years skills speed kitchen skills food safety teamwork accuracy machine learning cooking redis,"['speed', 'kitchen skills', 'food safety', 'teamwork', 'accuracy', 'machine learning', 'cooking', 'redis']"
R009612,"Education: Bachelor's in Computer Engineering Experience: 2 years Skills: Networking, JavaScript, Embedded Systems, AWS, System Design, Azure, Data Analysis, C/C++",Bachelor's in Computer Engineering,2,Networking|JavaScript|Embedded Systems|AWS|System Design|Azure|Data Analysis|C/C++|Sensors|IoT Technology,IoT Engineer,Technology,education bachelor s in computer engineering experience 2 years skills networking javascript embedded systems aws system design azure data analysis c c,"['networking', 'javascript', 'embedded systems', 'aws', 'system design', 'azure', 'data analysis', 'c/c++', 'sensors', 'iot technology']"
R009613,"Education: Bachelor's in Clinical Laboratory Science Experience: 3 years Skills: Adobe Creative Suite, Data Analysis, Quality Control, Ruby, Safety, Laboratory Analysis, Equipment Maintenance, Attention to Detail",Bachelor's in Clinical Laboratory Science,3,Adobe Creative Suite|Data Analysis|Quality Control|Ruby|Safety|Laboratory Analysis|Equipment Maintenance|Attention to Detail|Rust,Clinical Lab Scientist,Healthcare,education bachelor s in clinical laboratory science experience 3 years skills adobe creative suite data analysis quality control ruby safety laboratory analysis equipment maintenance attention to detail,"['adobe creative suite', 'data analysis', 'quality control', 'ruby', 'safety', 'laboratory analysis', 'equipment maintenance', 'attention to detail', 'rust']"
R009614,"Education: Bachelor's in IT Experience: 1 years Skills: ETL, Data Integration, Data Quality, SQL, Performance Tuning, Informatica, Kotlin, Firewalls",Bachelor's in IT,1,ETL|Data Integration|Data Quality|SQL|Performance Tuning|Informatica|Kotlin|Firewalls,Informatica Developer,Data & Analytics,education bachelor s in it experience 1 years skills etl data integration data quality sql performance tuning informatica kotlin firewalls,"['etl', 'data integration', 'data quality', 'sql', 'performance tuning', 'informatica', 'kotlin', 'firewalls']"
R009615,"Education: Apprenticeship Experience: 3 years Skills: Safety, Plumbing Systems, Perl, Code Knowledge, Power BI, Technical Knowledge, Problem Solving, Project Management",Apprenticeship,3,Safety|Plumbing Systems|Perl|Code Knowledge|Power BI|Technical Knowledge|Problem Solving|Project Management|Customer Service,Plumber,Skilled Trades,education apprenticeship experience 3 years skills safety plumbing systems perl code knowledge power bi technical knowledge problem solving project management,"['safety', 'plumbing systems', 'perl', 'code knowledge', 'power bi', 'technical knowledge', 'problem solving', 'project management', 'customer service']"
R009616,"Education: Master's in Business Experience: 6 years Skills: Communication, Leadership, Department Management, Strategic Planning, Budget Control, Decision Making, Business Acumen, Redis",Master's in Business,6,Communication|Leadership|Department Management|Strategic Planning|Budget Control|Decision Making|Business Acumen|Redis|Node.js|Kotlin|Compliance,Director,Private Sector Management,education master s in business experience 6 years skills communication leadership department management strategic planning budget control decision making business acumen redis,"['communication', 'leadership', 'department management', 'strategic planning', 'budget control', 'decision making', 'business acumen', 'redis', 'node.js', 'kotlin', 'compliance']"
R009617,"Education: Surgical Specialty Training Experience: 8 years Skills: Patient Care, Critical Thinking, NumPy, Problem Solving, Precision, Surgical Expertise, Technical Skills, Research",Surgical Specialty Training,8,Patient Care|Critical Thinking|NumPy|Problem Solving|Precision|Surgical Expertise|Technical Skills|Research|Android,Surgeon,Healthcare,education surgical specialty training experience 8 years skills patient care critical thinking numpy problem solving precision surgical expertise technical skills research,"['patient care', 'critical thinking', 'numpy', 'problem solving', 'precision', 'surgical expertise', 'technical skills', 'research', 'android']"
R009618,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Python, SQL, C++, Business Development, Game Physics, Graphics Programming, Unreal Engine, C#",Bachelor's in Computer Science,5,Python|SQL|C++|Business Development|Game Physics|Graphics Programming|Unreal Engine|C#|Presentation Skills|Unity,Game Developer,Technology,education bachelor s in computer science experience 5 years skills python sql c business development game physics graphics programming unreal engine c,"['python', 'sql', 'c++', 'business development', 'game physics', 'graphics programming', 'unreal engine', 'c#', 'presentation skills', 'unity']"
R009619,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Text Processing, System Administration, Kubernetes, Regular Expressions, Scripting, Graphic Design, Perl, Problem Solving",Bachelor's in Computer Science,5,Text Processing|System Administration|Kubernetes|Regular Expressions|Scripting|Graphic Design|Perl|Problem Solving,Perl Developer,Technology,education bachelor s in computer science experience 5 years skills text processing system administration kubernetes regular expressions scripting graphic design perl problem solving,"['text processing', 'system administration', 'kubernetes', 'regular expressions', 'scripting', 'graphic design', 'perl', 'problem solving']"
R009620,"Education: Bachelor's in Education Experience: 2 years Skills: Academic Planning, Market Research, Communication, Network Security, Problem Solving, Counseling, Organization, Data Analysis",Bachelor's in Education,2,Academic Planning|Market Research|Communication|Network Security|Problem Solving|Counseling|Organization|Data Analysis|Kanban|Student Support|Jupyter,Academic Advisor,Education & Training,education bachelor s in education experience 2 years skills academic planning market research communication network security problem solving counseling organization data analysis,"['academic planning', 'market research', 'communication', 'network security', 'problem solving', 'counseling', 'organization', 'data analysis', 'kanban', 'student support', 'jupyter']"
R009621,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Sales, REST API, Kubernetes, Microservices, Maven, Java, Spring Boot, SQL",Bachelor's in Computer Science,3,Sales|REST API|Kubernetes|Microservices|Maven|Java|Spring Boot|SQL,Java Backend Developer,Technology,education bachelor s in computer science experience 3 years skills sales rest api kubernetes microservices maven java spring boot sql,"['sales', 'rest api', 'kubernetes', 'microservices', 'maven', 'java', 'spring boot', 'sql']"
R009622,"Education: Bachelor's in Marketing Experience: 4 years Skills: Communication, Campaign Management, Budget Management, Brand Strategy, Analytics, Leadership, Presentation Skills, User Interface",Bachelor's in Marketing,4,Communication|Campaign Management|Budget Management|Brand Strategy|Analytics|Leadership|Presentation Skills|User Interface,Marketing Manager,Marketing & Sales,education bachelor s in marketing experience 4 years skills communication campaign management budget management brand strategy analytics leadership presentation skills user interface,"['communication', 'campaign management', 'budget management', 'brand strategy', 'analytics', 'leadership', 'presentation skills', 'user interface']"
R009623,"Education: Captain License Experience: 8 years Skills: Maritime Law, Financial Analysis, Ansible, Technical Knowledge, Compliance, Sales, Safety, Navigation",Captain License,8,Maritime Law|Financial Analysis|Ansible|Technical Knowledge|Compliance|Sales|Safety|Navigation|Leadership|Problem Solving,Ship Captain,Transportation,education captain license experience 8 years skills maritime law financial analysis ansible technical knowledge compliance sales safety navigation,"['maritime law', 'financial analysis', 'ansible', 'technical knowledge', 'compliance', 'sales', 'safety', 'navigation', 'leadership', 'problem solving']"
R009624,"Education: Bachelor's in Meteorology Experience: 1 years Skills: Data Analysis, Communication, Weather Analysis, App Testing, Flask, Problem Solving, Research, Meteorology",Bachelor's in Meteorology,1,Data Analysis|Communication|Weather Analysis|App Testing|Flask|Problem Solving|Research|Meteorology|Microservices,Meteorologist,Science & Research,education bachelor s in meteorology experience 1 years skills data analysis communication weather analysis app testing flask problem solving research meteorology,"['data analysis', 'communication', 'weather analysis', 'app testing', 'flask', 'problem solving', 'research', 'meteorology', 'microservices']"
R009625,"Education: Bachelor's in Statistics Experience: 2 years Skills: Critical Thinking, Negotiation, Data Visualization, ggplot2, R, Problem Solving, tidyverse, Scala",Bachelor's in Statistics,2,Critical Thinking|Negotiation|Data Visualization|ggplot2|R|Problem Solving|tidyverse|Scala|Statistical Analysis,R Programmer,Data & Analytics,education bachelor s in statistics experience 2 years skills critical thinking negotiation data visualization ggplot2 r problem solving tidyverse scala,"['critical thinking', 'negotiation', 'data visualization', 'ggplot2', 'r', 'problem solving', 'tidyverse', 'scala', 'statistical analysis']"
